PanelType;Cell type;Cell data;Bet ranges;Bet type;Name;Description;Connected cell 1 name;Connected cell 2 name
PostflopHuOopCaller;StatCell;PostflopData;;;FvDelFLOATXRCB_R;Check/raise continuation bet on flop, check/check on turn and check/fold to river bet;CvDelFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvDelFLOATXRCB_R;Check/raise continuation bet on flop, check/check on turn and check/call river bet;FvDelFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvDblFLOATXRCB_R;Check/raise continuation bet on flop, bet turn and check/fold to river bet;CvDblFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvDblFLOATXRCB_R;Check/raise continuation bet on flop, bet turn and check/call river bet;FvDblFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;THREEBET_F;3 bet flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;THREEBET_T;3 bet turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;THREEBET_R;3 bet river;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvTHREEBET_F;Fold to 3 bet flop;CvTHREEBET_F;FOURBET_F
PostflopHuOopCaller;StatCell;PostflopData;;;FvTHREEBET_T;Fold to 3 bet turn;CvTHREEBET_T;FOURBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;FvTHREEBET_R;Fold to 3 bet river;CvTHREEBET_R;FOURBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;CvTHREEBET_F;Call 3 bet flop;FvTHREEBET_F;FOURBET_F
PostflopHuOopCaller;StatCell;PostflopData;;;CvTHREEBET_T;Call 3 bet turn;FvTHREEBET_T;FOURBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;CvTHREEBET_R;Call 3 bet river;FvTHREEBET_R;FOURBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;FOURBET_F;4 bet flop;CvTHREEBET_F;
PostflopHuOopCaller;StatCell;PostflopData;;;FOURBET_T;4 bet turn;CvTHREEBET_T;
PostflopHuOopCaller;StatCell;PostflopData;;;FOURBET_R;4 bet river;CvTHREEBET_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvDELAY_T;Fold to delay continuation bet turn;CvDELAY_T;RvDELAY_T
PostflopHuOopCaller;StatCell;PostflopData;;;FvDELAY_R;Fold to delay continuation bet river;CvDELAY_R;RvDELAY_R
PostflopHuOopCaller;StatCell;PostflopData;;;CvDELAY_T;Call delay continuation bet turn;FvDELAY_T;RvDELAY_T
PostflopHuOopCaller;StatCell;PostflopData;;;CvDELAY_R;Call delay continuation bet river;FvDELAY_R;RvDELAY_R
PostflopHuOopCaller;StatCell;PostflopData;;;FvDELAY_T_B;Call delay continuation bet turn and fold to bet river;CvDELAY_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;CvDELAY_T_B;Call delay continuation bet turn and call bet river;FvDELAY_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;RvDELAY_T;Raise delay continuation bet turn;CvDELAY_T;
PostflopHuOopCaller;StatCell;PostflopData;;;RvDELAY_R;Raise delay continuation bet river;CvDELAY_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;RvDELAY_T_B;Raise delay continuation bet turn and bet river;RvDELAY_T_X;
PostflopHuOopCaller;StatCell;PostflopData;;;RvDELAY_T_X;Raise delay continuation bet turn and check river;RvDELAY_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATXRDELAY_R;Check/raise delay continuation bet on turn and check/fold to river bet;CvFLOATXRDELAY_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATXRDELAY_R;Check/raise delay continuation bet on turn and check/call river bet;FvFLOATXRDELAY_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvSDELAY_R;Fold to super delay continuation bet river;CvSDELAY_R;RvSDELAY_R
PostflopHuOopCaller;StatCell;PostflopData;;;CvSDELAY_R;Call super delay continuation bet river;FvSDELAY_R;RvSDELAY_R
PostflopHuOopCaller;StatCell;PostflopData;;;RvSDELAY_R;Raise super delay continuation bet river;CvSDELAY_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_F;Donk bet flop;DONKX_F;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_T;Donk bet turn;DONKX_T;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_R;Donk bet river;DONKX_R;
PostflopHuOopCaller;StatCell;PostflopData;;;DONKX_F;Donk check flop;DONK_F;
PostflopHuOopCaller;StatCell;PostflopData;;;DONKX_T;Donk check turn;DONK_T;
PostflopHuOopCaller;StatCell;PostflopData;;;DONKX_R;Donk check river;DONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_F;Donk bet/fold flop;DONK_C_F;THREEBET_F
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_T;Donk bet/fold turn;DONK_C_T;THREEBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_R;Donk bet/fold river;DONK_C_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_F;Donk bet/call flop;DONK_F_F;THREEBET_F
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_T;Donk bet/call turn;DONK_F_T;THREEBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_R;Donk bet/call river;DONK_F_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_F_B;Donk bet flop and bet turn;DONK_F_X;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_F_BB;Donk bet flop, bet turn and bet river;DONK_F_BX;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_X;Donk bet flop and check turn;DONK_F_B;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_BX;Donk bet flop, bet turn and check river;DONK_F_BB;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_F_B;Donk bet/call flop and fold to turn bet;DONK_C_F_B;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_F_BB;Donk bet/call flop, call turn bet and fold to river bet;DONK_C_F_BB;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_F_B;Donk bet/call flop and call turn bet;DONK_F_F_B;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_F_BB;Donk bet/call flop, call turn bet and call river bet;DONK_F_F_BB;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_F_XB;Donk bet flop, check/check turn and bet river;DONK_F_XX;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_XX;Donk bet flop, check/check turn and check river;DONK_F_XB;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_F_XB;Donk bet/call flop, check/check turn and fold to river bet;DONK_C_F_XB;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_F_XB;Donk bet/call flop, check/check turn and call river bet;DONK_F_F_XB;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONK_T_B;Donk bet turn and bet river;DONK_T_X;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_T_X;Donk bet turn and check river;DONK_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_F_T_B;Donk bet/call turn and fold to river bet;DONK_C_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;DONK_C_T_B;Donk bet/call turn and call river bet;DONK_F_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATDONK_T;Donk bet flop and fold to turn bet;CvFLOATDONK_T;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATDONK_R;Donk bet turn and fold to river bet;CvFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATDONK_T;Donk bet flop and call turn bet;FvFLOATDONK_T;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATDONK_R;Donk bet turn and call river bet;FvFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATDONK_T_B;Donk bet flop, check/call turn bet and fold to river bet;CvFLOATDONK_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATDONK_T_B;Donk bet flop, check/call turn bet and call river bet;FvFLOATDONK_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;FvDelFLOATDONK_R;Donk bet flop, check/check turn and fold to river bet;CvDelFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvDelFLOATDONK_R;Donk bet flop, check/check turn and call river bet;FvDelFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvDblFLOATDONK_R;Donk bet flop, bet turn and check/fold to river bet;CvDblFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvDblFLOATDONK_R;Donk bet flop, bet turn and check/call river bet;FvDblFLOATDONK_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;DONKDELAY_R;Check/call delay continuation bet turn and bet river;DONKDELAYX_R;
PostflopHuOopCaller;StatCell;PostflopData;;;DONKDELAYX_R;Check/call delay continuation bet turn and check river;DONKDELAY_R;
PostflopHuOopCaller;StatCell;PostflopData;;;DONKDELAY_F_R;Check/call delay continuation bet turn and bet/fold river;DONKDELAY_C_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;DONKDELAY_C_R;Check/call delay continuation bet turn and bet/call river;DONKDELAY_F_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;PROBE_T;Probet turn;PROBEX_T;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;PROBE_R;Probet river;PROBEX_R;
PostflopHuOopCaller;StatCell;PostflopData;;;PROBEX_T;Probe check turn;PROBE_T;
PostflopHuOopCaller;StatCell;PostflopData;;;PROBEX_R;Probe check river;PROBE_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;PROBE_T_B;Probet turn and bet river;PROBE_T_X;
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_T_X;Probet turn and check river;PROBE_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_F_T;Probet/fold turn;PROBE_C_T;THREEBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_F_R;Probet/fold river;PROBE_C_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_C_T;Probet/call turn;PROBE_F_T;THREEBET_T
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_C_R;Probet/call river;PROBE_F_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_F_T_B;Probet/call turn and fold to river bet;PROBE_C_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;PROBE_C_T_B;Probet/call turn and call river bet;PROBE_F_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATPROBE_R;Probet turn and fold to river bet;CvFLOATPROBE_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATPROBE_R;Probet turn and call river bet;FvFLOATPROBE_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;SPROBE_R;Super probet river;SPROBEX_R;
PostflopHuOopCaller;StatCell;PostflopData;;;SPROBEX_R;Super probe check river;SPROBE_R;
PostflopHuOopCaller;StatCell;PostflopData;;;SPROBE_F_R;Super probet/fold river;SPROBE_C_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;;;SPROBE_C_R;Super probet/call river;SPROBE_F_R;THREEBET_R
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;Bet_F;Bet flop;;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;Bet_T;Bet turn;;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;Bet_R;Bet river;;
PostflopHuOopCaller;StatCell;PostflopData;;;Check_F;Check flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;Check_T;Check turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;Check_R;Check river;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvBet_F;Fold to bet flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvBet_T;Fold to bet turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvBet_R;Fold to bet river;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvBet_F;Call bet flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvBet_T;Call bet turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvBet_R;Call bet river;;
PostflopHuOopCaller;StatCell;PostflopData;;;Raise_F;Raise flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;Raise_T;Raise turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;Raise_R;Raise river;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvRaise_F;Fold to raise flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvRaise_T;Fold to raise turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvRaise_R;Fold to raise river;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvRaise_F;Call raise flop;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvRaise_T;Call raise turn;;
PostflopHuOopCaller;StatCell;PostflopData;;;CvRaise_R;Call raise river;;
PostflopGeneral;StatCell;PostflopData;35, 70, 100;p;Bet_F;Bet flop;Check_F;
PostflopGeneral;StatCell;PostflopData;35, 70, 100;p;Bet_T;Bet turn;Check_T;
PostflopGeneral;StatCell;PostflopData;35, 70, 100;p;Bet_R;Bet river;Check_R;
PostflopGeneral;StatCell;PostflopData;;;Check_F;Check flop;Bet_F;
PostflopGeneral;StatCell;PostflopData;;;Check_T;Check turn;Bet_T;
PostflopGeneral;StatCell;PostflopData;;;Check_R;Check river;Bet_R;
PostflopGeneral;StatCell;PostflopData;;;FvBet_F;Fold to bet flop;CvBet_F;Raise_F
PostflopGeneral;StatCell;PostflopData;;;FvBet_T;Fold to bet turn;CvBet_T;Raise_T
PostflopGeneral;StatCell;PostflopData;;;FvBet_R;Fold to bet river;CvBet_R;Raise_R
PostflopGeneral;StatCell;PostflopData;;;CvBet_F;Call bet flop;FvBet_F;Raise_F
PostflopGeneral;StatCell;PostflopData;;;CvBet_T;Call bet turn;FvBet_T;Raise_T
PostflopGeneral;StatCell;PostflopData;;;CvBet_R;Call bet river;FvBet_R;Raise_R
PostflopGeneral;StatCell;PostflopData;;;Raise_F;Raise flop;CvBet_F;
PostflopGeneral;StatCell;PostflopData;;;Raise_T;Raise turn;CvBet_T;
PostflopGeneral;StatCell;PostflopData;;;Raise_R;Raise river;CvBet_R;
PostflopGeneral;StatCell;PostflopData;;;FvRaise_F;Fold to raise flop;CvRaise_F;ThreeBet_F
PostflopGeneral;StatCell;PostflopData;;;FvRaise_T;Fold to raise turn;CvRaise_T;ThreeBet_T
PostflopGeneral;StatCell;PostflopData;;;FvRaise_R;Fold to raise river;CvRaise_R;ThreeBet_R
PostflopGeneral;StatCell;PostflopData;;;CvRaise_F;Call raise flop;FvRaise_F;ThreeBet_F
PostflopGeneral;StatCell;PostflopData;;;CvRaise_T;Call raise turn;FvRaise_T;ThreeBet_T
PostflopGeneral;StatCell;PostflopData;;;CvRaise_R;Call raise river;FvRaise_R;ThreeBet_R
PostflopGeneral;StatCell;PostflopData;;;ThreeBet_F;3 bet flop;CvRaise_F;
PostflopGeneral;StatCell;PostflopData;;;ThreeBet_T;3 bet turn;CvRaise_T;
PostflopGeneral;StatCell;PostflopData;;;ThreeBet_R;3 bet river;CvRaise_R;
PostflopGeneral;StatCell;PostflopData;;;FvThreeBet_F;Fold to 3 bet flop;CvThreeBet_F;FourBet_F
PostflopGeneral;StatCell;PostflopData;;;FvThreeBet_T;Fold to 3 bet turn;CvThreeBet_T;FourBet_T
PostflopGeneral;StatCell;PostflopData;;;FvThreeBet_R;Fold to 3 bet river;CvThreeBet_R;FourBet_R
PostflopGeneral;StatCell;PostflopData;;;CvThreeBet_F;Call 3 bet flop;FvThreeBet_F;FourBet_F
PostflopGeneral;StatCell;PostflopData;;;CvThreeBet_T;Call 3 bet turn;FvThreeBet_T;FourBet_T
PostflopGeneral;StatCell;PostflopData;;;CvThreeBet_R;Call 3 bet river;FvThreeBet_R;FourBet_R
PostflopGeneral;StatCell;PostflopData;;;FourBet_F;4 bet flop;CvThreeBet_F;
PostflopGeneral;StatCell;PostflopData;;;FourBet_T;4 bet turn;CvThreeBet_T;
PostflopGeneral;StatCell;PostflopData;;;FourBet_R;4 bet river;CvThreeBet_R;
